would_take_again,quality,difficulty,last_name,first_name
60%,4.0,2.6,Silberstein,Rachel
N/A,3.5,2.6,West,Jevin
N/A,3.0,3.0,Chrisman,Laura
80%,4.0,3.6,Dharmarajan,Vinod
60%,2.6,2.8,Bonus,Rick
N/A,3.3,3.8,Deforest,Cole
80%,4.2,1.6,Wallace,Scott
20%,2.0,3.6,Velian,Alexandra
100%,5.0,2.4,Huh,Jang Wook
80%,4.2,2.8,Catron,Peter
60%,4.0,2.0,Chu,Jiun
40%,2.0,3.4,Routhwaite,Adair
N/A,4.6,2.6,Loreto,Milagros
80%,4.4,2.4,Sabovik,Alicia
20%,2.0,2.6,Bou Ayash,Nancy
N/A,4.8,3.2,Bosma,Martha
80%,4.4,3.0,Howard,Matt
40%,2.2,5.0,Jamieson,Kevin
60%,3.4,2.6,Campbell,Christopher
N/A,1.6,4.0,Katell,Mike
N/A,3.9,3.2,Eaton,Julie
100%,4.8,3.0,Levesque,Emily
N/A,3.9,3.4,Holmes,Jessica
40%,2.4,1.8,Diggs-Yang,Gregory
60%,3.2,3.6,Aravkin,Aleksandr (Sasha)
20%,2.6,4.0,Rounthwaite,Adair
N/A,2.9,3.4,Sirichakwal,Issariya
N/A,4.5,3.0,Forehand,Mark
N/A,3.4,1.8,Chizeck,Howard
N/A,4.0,3.5,Taylor,Quintard
N/A,3.6,3.8,Deem,Elena
N/A,4.3,2.5,Whorton,James
N/A,2.5,4.3,Winn,Jane
N/A,4.8,2.8,Lacoste,Monique
N/A,3.0,2.5,Ladner,Richard
N/A,4.1,2.3,Eadie,Tanya
N/A,3.9,3.5,Boltz,William
N/A,3.5,3.3,Bolan,Sean
N/A,4.5,3.3,Jones,Tim
N/A,2.6,2.3,Efthimiadis,Efthi
N/A,2.4,3.3,Shaffer,Peter
N/A,4.8,3.0,Kabiri,Nika
N/A,1.9,4.0,Ryan,Clare
N/A,5.0,1.8,Lawler,Hadley
N/A,4.0,3.3,Ackerman,Tom
N/A,1.3,5.0,Gundlach,Jens
N/A,4.9,3.0,Bhatt,Amy
N/A,4.8,2.0,Safstrom,Mark
N/A,4.1,4.0,Salomon,Richard
N/A,2.1,2.8,Olswang,Lesley
N/A,3.1,2.8,Albertson,Bethany
N/A,4.6,3.3,Sayers,Jentery
N/A,4.9,3.3,Klee,Steven
N/A,4.9,2.3,Gershenfeld,Nancy
N/A,4.3,3.0,Blondell,Ruby
N/A,5.0,2.3,Au,Vanessa
N/A,3.0,3.3,Boresma,Dee
N/A,4.6,2.5,Welsh,Timothy
N/A,4.8,2.3,Meadows,Victoria
N/A,3.1,3.5,Barr,Bennett
N/A,3.9,2.5,Friedli-Clapie,Lisa
N/A,4.4,4.8,Janssen,Donald
N/A,3.4,4.0,Labossiere,Paul
N/A,3.9,2.5,Warburton,Tim
N/A,4.6,2.5,Harihar,Chris
N/A,3.1,3.3,Liao,Ying-Hao
N/A,2.6,3.0,Lu,Roberto
N/A,4.5,3.0,Kientz,Julie
N/A,4.0,2.5,Coggans,Truman
N/A,4.9,3.3,Moritz,Chet
N/A,4.9,1.8,Naumann,Aaron
N/A,3.5,4.3,Safarian,Patrick
N/A,3.0,2.5,Eqeiq,Amal
N/A,3.5,3.5,Toler,Emily
N/A,3.3,2.5,Torii,Keiko
N/A,4.8,1.5,Mondesir,Raphael
N/A,5.0,1.2,Wiley,Hannah
N/A,3.5,4.3,Zirpel,Mark
N/A,3.9,3.5,Morales,Miguel
N/A,4.4,2.0,Schmidt,Suzanne
N/A,2.4,3.5,Parson,Bill
N/A,2.5,3.5,Houston,Heidi
N/A,4.3,2.5,Nguyen,TU
N/A,4.6,3.3,Lockwood,Thomas
N/A,4.3,2.0,Park,Sooenn
N/A,3.3,3.8,Padgett,Stephen
N/A,4.5,2.5,Lind,J (adam)
N/A,4.5,2.5,Arvidson,Valerie
N/A,4.9,1.8,Brown,Sharon
N/A,4.5,2.8,Balazinska,Magda
N/A,1.8,3.5,Barry,Anquinette
N/A,4.3,2.8,Heyang Julie,Kae
N/A,4.3,2.7,Marzluff,John
N/A,1.5,2.3,Simpson,Maria Cecilia
N/A,3.9,2.3,Sharifani,Mohsen
N/A,2.5,2.5,Johnson,Peter
N/A,4.5,3.3,Piedalue,Amy
N/A,5.0,2.0,Aholt,Chris
N/A,3.5,2.8,Rozelle,Lorna
N/A,5.0,3.0,Eastin,Josh
N/A,2.3,4.0,Subhadeep,Gupta
N/A,4.1,3.5,Lopez,Shaun
N/A,2.9,3.5,Mastrangelo,Christina
N/A,3.6,3.0,Smith,Ronald
N/A,4.8,2.5,Tremblay-Boire,Joannie
N/A,3.3,3.0,Lazardeux,Sebastian
N/A,3.4,3.0,Cain,Nicholas
N/A,2.4,3.3,Clark,Sam
N/A,3.1,3.5,Kurian,Alka
N/A,2.3,4.5,Stamatoyannopoulos,John
N/A,4.1,1.5,Hedwig,Lee
N/A,2.0,3.0,Manzo,Lynne
N/A,4.8,3.8,Macy,Jane
N/A,1.5,3.8,Waagan,Knut
N/A,5.0,2.8,Montgomery,Dave
N/A,4.3,3.3,Patel,Shwetak
N/A,3.4,3.5,Helmiere,Frederica
N/A,3.5,4.3,Anspach,Whitney
N/A,4.1,3.5,Annie,Kirking
N/A,2.6,2.8,Maglalang,Jennifer
N/A,4.4,2.5,Browne,Jyana
N/A,2.8,3.3,Deibel,Katherine
N/A,5.0,3.0,Bauer,Meredith
N/A,4.8,2.8,Maroto,Michelle
N/A,2.9,3.0,Graf,Rachel
N/A,3.1,2.3,Mitchell,William
N/A,3.6,2.0,Kim,Jaeho
N/A,5.0,2.5,Ratner,Dan
N/A,4.1,3.0,Afromowitz,Martin
N/A,4.8,2.5,Mah,Matthew
N/A,4.0,2.5,Zyskowski,Kathryn
N/A,4.9,2.3,Melnik,Grigori
N/A,4.8,2.8,Berget,Andrew
N/A,2.8,3.3,Bartell,Kendra
N/A,3.5,3.0,McClure,Bonnie
N/A,4.0,2.3,Byrdwell,Phyllis
N/A,2.0,4.5,Brown,Elizabeth
N/A,4.5,1.3,Shelley,Peter
N/A,4.9,1.5,Hariharan,Aneesh
N/A,4.9,1.5,Hoy-Ellis,Charles
N/A,4.5,2.5,Wheless Martin,Leann
N/A,4.3,3.3,Lagunoff,Michael
N/A,3.8,2.3,Williams,Nathalie
N/A,4.9,1.5,Tomasevic,Jorge
N/A,4.3,3.3,Coleman,Miles
N/A,2.9,3.5,Uhrig-Fox,Bryson
N/A,1.9,3.5,Taya,Minoru
N/A,5.0,2.3,Krakenberg,Jasmin
N/A,3.0,2.3,Emeneth,Katherine
N/A,1.3,2.8,Katze,Michael
N/A,4.3,4.3,Zeman,Leslie
N/A,4.8,2.5,Telegen,Joseph
N/A,4.6,1.5,Erdogan Monson,Duygu
N/A,4.5,2.3,Lahiri,Atanu
N/A,2.8,3.3,Hsu,Shi-Chieh
N/A,2.1,3.3,Balka,Richard
N/A,4.3,1.8,Coley,Derek
N/A,4.8,4.3,Bose,Antik
N/A,1.4,4.0,Yue-Hashimoto,Anne
N/A,4.0,2.8,Welsh,David
N/A,2.3,5.0,HIllhouse,Hugh
N/A,5.0,3.3,Cotten,Russel
N/A,4.7,2.0,Merhej,Jessica
N/A,5.0,1.0,Woehrle,Austin
N/A,2.4,4.3,Ho,Jenny
N/A,5.0,1.8,Harris,Gregory
N/A,3.3,3.8,Sebe,Joy
N/A,4.9,1.3,Kebeli,Sevim
N/A,3.0,2.7,Pinkham,Scott
N/A,4.0,2.8,Bellinger,Matthew
N/A,4.8,2.5,Wang,Junlan
N/A,3.9,3.5,Gilbert,Erin
N/A,5.0,2.0,Chang,Riley
N/A,4.9,1.8,Vilchez Veleda,Alberto
N/A,3.0,3.3,Sheffield,Daniel
N/A,4.9,2.0,Ward,Teresa
N/A,3.3,3.5,Holtgrieve,Gordon
N/A,4.7,3.8,Nance,Elizabeth
N/A,5.0,3.5,Golden,Elizabeth
N/A,4.5,3.0,Armour,Kyle
N/A,4.0,1.5,Sprague,Tyler
N/A,3.5,3.5,Sayedi,Amin
N/A,4.5,3.5,Lee,Seunghan
N/A,4.2,2.5,Haakanson,Sven
N/A,2.9,3.7,Babbie,Tyler
N/A,3.6,2.8,Kolesova,Katya
N/A,5.0,2.8,Kumler,David
N/A,3.7,3.2,Barnes,Rory
N/A,3.7,3.3,Moore,Connor
N/A,4.3,2.7,Koster,Lawrence
N/A,5.0,4.0,Strand,Liesl
N/A,5.0,3.0,Caudal,Arianne
N/A,5.0,3.3,Boynton,Geoffrey
N/A,5.0,2.5,Karmy-Jones,Safiya
N/A,4.0,3.5,Wallace,Sophia
N/A,4.3,2.3,Clark,Heather
N/A,4.5,3.0,Norako,Leila
N/A,5.0,3.0,Ruan,Cherie
N/A,3.3,3.5,Legout,Nina
N/A,3.0,2.8,Li,King-Fai
N/A,4.5,3.0,Tobin,Patrick
N/A,4.8,2.0,Mazza,James
N/A,2.0,1.0,Wilke,Sabine
N/A,1.0,5.0,Roy,Scott
N/A,2.8,4.2,Neils,Anderson
N/A,3.0,3.8,Lynch,KC
N/A,5.0,2.2,Doyle,Julius
N/A,2.5,4.3,Winn,Matthew
N/A,5.0,3.2,Martin,Olga
N/A,4.3,2.5,Tang,Min
N/A,3.0,4.5,Thayer,Kyle
N/A,3.0,3.8,Goering,Max
N/A,4.0,3.5,Sklenar,Tarran
N/A,4.0,3.8,Lederer,Johannes
N/A,2.0,4.3,Nietmann,Lindsey
N/A,1.5,5.0,Donnelly,Ryan
N/A,4.8,2.2,Lane,Max
N/A,2.0,4.5,Sandoval,Eddy
N/A,5.0,4.0,Tinkham,Elizabeth
N/A,2.5,3.0,Nageswaran,Leela
N/A,3.0,3.8,Taulu,Samu
N/A,3.3,2.0,Ganti,Anjulie
N/A,2.3,3.5,Podder,Moumanti
N/A,5.0,3.0,McCourt,Amanda
N/A,1.5,5.0,Kim,Chang-Jin
N/A,5.0,3.0,Ainsley,Caitlin
N/A,5.0,2.3,Arroyave,Juan
N/A,5.0,3.5,Devgun,Dilraj
N/A,5.0,4.3,Aldrich,Kaley
N/A,1.8,4.0,Anderson,Douglas
N/A,3.5,2.2,Seelig,Georg
N/A,3.9,3.0,Kamara,Avraham Avi
N/A,3.0,4.2,Halperin,Liora
N/A,5.0,4.2,Adeyemi,Kemi
N/A,5.0,4.2,Salviato,Marco
N/A,4.9,2.0,Schenold,Terry
N/A,1.2,4.5,Meila,Marina
N/A,4.8,3.5,Pierce,Kyle
N/A,2.3,4.3,Thickman,Karen
N/A,3.0,3.7,Liu,Benjamin
N/A,2.1,4.5,Greenwald,Anthony
N/A,4.0,2.7,Baldwin,Kevin
N/A,4.0,3.5,Clancy,David
N/A,5.0,1.2,Evans,Brian
N/A,4.8,3.0,Sahr,John
N/A,4.8,3.2,Gomez,Ricardo
N/A,1.6,4.8,Olsen,Berit
N/A,3.8,3.2,Kubler,Kyle
N/A,4.8,2.8,Bezruchka,Stephen
N/A,1.0,5.0,Zheng,Tianyi
N/A,5.0,2.8,Guzman,Jose
N/A,4.0,3.8,Ybarra,Megan
N/A,1.2,3.5,Von Moltke,Jakob
N/A,4.0,2.8,Hernandez,Olivia
N/A,4.0,3.0,Dwyer,Anne
N/A,3.5,3.8,Wilson,Bobby
N/A,3.0,2.3,Fidel,Raya
N/A,2.8,2.0,Fisher,Karen
N/A,3.5,2.7,Castle,John
N/A,2.3,3.3,Campbell,Patricia
N/A,2.3,2.7,Camp,Janice
N/A,4.0,3.0,Eros,Peter
N/A,2.7,2.7,Lundberg,Shelly
N/A,4.3,4.0,Frey,Sacha
N/A,3.7,2.7,Chaemsaithong,Krisda
N/A,4.3,2.3,Olson,Timothy
N/A,5.0,3.7,Zachry,Mark
N/A,3.8,3.3,Lewis,Jacob
N/A,3.5,4.3,Yowell,Donna
N/A,4.7,3.0,Patterson,Ronald
N/A,2.9,2.3,Goodreau,Steve
N/A,3.2,3.3,Marriott,David
N/A,4.2,3.0,Kruzich,Jean
N/A,4.2,2.0,Mo,Mong Kon
N/A,5.0,3.7,Larue,Dean
N/A,4.2,2.3,Wilson,Matthew
N/A,4.5,2.3,Taylor,Amanda
N/A,4.2,3.0,Stanfield,Jared
N/A,4.7,2.7,Anderson,Kris
N/A,5.0,2.7,Furness,Tom
N/A,4.5,2.0,Cramer,Thomas
N/A,4.2,2.7,Montoya,Detra
N/A,4.2,2.7,Abood,Brandon
N/A,4.8,2.0,Johnson,Jeff
N/A,2.8,2.3,Huber,Robert
N/A,3.0,3.3,Voss,Joachim
N/A,3.1,2.7,Hudson,Roxanne
N/A,2.8,3.7,Bishop,Lisa
N/A,3.8,2.7,Hungerford,Mark
N/A,4.7,2.7,Wittrock,Jana
N/A,3.0,3.3,Anderson,Theodore
N/A,4.7,2.0,Klavon,Evan
N/A,4.2,3.3,Stecker,Chris
N/A,4.5,3.0,Griesbach,Daniel
N/A,4.8,2.7,Henderson,Whitney
N/A,3.0,2.3,Sirovica,Vedada
N/A,5.0,3.3,Brower,Lowell
N/A,2.8,2.3,Greenburg,Nathaniel
N/A,3.3,3.0,Swytak,Laura
N/A,3.5,2.7,Thorarinsdottir,Thordis
N/A,2.3,4.3,Fuleky,Peter
N/A,4.3,3.7,Luna,Edgar
N/A,2.8,3.0,Young,Jacob
N/A,4.0,3.0,Bell,Katherine
N/A,4.5,3.0,Hartman,Richard
N/A,3.3,2.7,Karimi,Mehrdad
N/A,3.8,3.3,Moinpour,Reza
N/A,3.3,1.3,Giambattista,Michele
N/A,3.9,3.0,Curry,Marty
N/A,2.8,3.0,Fitzgerald,Andy
N/A,4.2,3.0,Folsom,Richard
N/A,4.7,2.0,Burns,Erin
N/A,4.8,2.7,Gray,Richard
N/A,4.0,4.0,Feil,Magnus
N/A,4.7,3.0,Almgren,Gunnar
N/A,4.7,3.0,Spafford,David
N/A,4.5,1.0,Wander,Katherine
N/A,3.2,2.3,Perry,Lisa
N/A,4.7,3.0,Sidor,Christian
N/A,3.7,1.7,Campa,Naomi
N/A,5.0,2.7,Bond,Kyle
N/A,4.8,2.3,Bashaw (alford),Ashley
N/A,5.0,1.7,Shelton,Colin
N/A,3.2,4.3,Morganson,Kristi
N/A,4.7,2.7,Johnstone,Japhet
N/A,5.0,3.0,Heilmann,Lena
N/A,1.8,2.7,Noellgen,Sabine
N/A,3.0,2.3,Matrajt,Graciela
N/A,2.5,3.3,Ravela,Christian
N/A,4.0,2.3,Duncan,Glen
N/A,3.3,3.7,Rose,Andrew
N/A,3.8,3.0,Kang,Hee-Seung
N/A,5.0,3.3,Zientek,Laura
N/A,4.7,3.7,Turck,Geoff
N/A,4.5,2.3,Hennes,Randolph
N/A,5.0,1.7,Bock,Andrew
N/A,4.3,4.3,Xia,Fei
N/A,4.7,2.0,Kesavatana-Dohrs,Wiworn
N/A,4.2,4.0,Chaterjee,Champak
N/A,4.7,2.0,Marino,Joe
N/A,4.5,3.0,Camp,Stephanie
N/A,4.5,1.7,Bedmar Merchant,Juan Luis
N/A,4.0,3.3,Miller,Melissa
N/A,3.0,3.7,Gavin,Amelia
N/A,5.0,2.0,Wollschleger,Jason
N/A,3.7,3.7,Green,Tim
N/A,4.3,4.3,Williams,Dru
N/A,3.1,2.7,Partington,Michael
N/A,4.8,2.7,Zubelli,Christina R
N/A,5.0,2.7,Zhang,Hongyan
N/A,5.0,2.7,Mayer,James
N/A,3.5,3.7,Duarte,Mauricio
N/A,5.0,1.3,Nitta,Brent
N/A,4.2,2.7,Gonzalez,Ben
N/A,4.3,3.7,Corcoran,Katie
N/A,3.5,3.7,Doocy,Morgan
N/A,3.7,3.3,Emily,Cox
N/A,4.7,2.7,Wolcott,Luke
N/A,3.7,2.0,Rousslang,Zach
N/A,4.7,2.0,Pietrzak,Veronica
N/A,3.5,1.7,Daad,Sima
N/A,4.5,2.7,Ott,Timothy
N/A,4.2,2.0,Pena,Rob
N/A,4.5,1.7,Guerra,Juan
N/A,4.3,1.7,Walton,Joyce
N/A,3.2,3.7,Alderks,Peter
N/A,3.5,3.0,Walker,Suzanne J
N/A,4.5,1.0,Louderback,Lisbeth
N/A,4.0,3.3,Pawlowski,Brendan
N/A,3.7,3.0,Smallwood,Stephanie
N/A,5.0,3.0,Brooks,David
N/A,5.0,2.3,Andreotti,Lindsay
N/A,4.3,1.3,Packard,Miriam
N/A,4.5,2.3,Greenbaum,Anne
N/A,2.5,3.3,Yang,Miao Yu
N/A,3.7,4.0,McNeel,Amie
N/A,5.0,2.3,Reinecke,Sarah
N/A,3.5,1.7,Hur,Michelle
N/A,3.3,3.3,Detzel,Andrew
N/A,3.7,3.3,Haam,Eddie
N/A,4.3,2.7,Lee,Jin Ha
N/A,4.2,3.0,Bura,Renata
N/A,3.7,3.7,Palmer,Keith
N/A,4.0,3.7,Peragine,Jessica
N/A,3.5,2.3,Chartudomdej,Sani
N/A,2.3,3.3,Schaufelberger,John
N/A,5.0,1.7,LI,Yin
N/A,5.0,1.0,Leveque,Randy
N/A,5.0,2.0,West,Elizabeth
N/A,3.2,3.3,Azzam,Jonas
N/A,3.0,2.3,Chirot,Daniel
N/A,4.5,4.0,Murphy,Sean
N/A,1.2,5.0,Brill,Charlotte
N/A,4.3,2.7,Smith,Jason
N/A,4.8,3.7,Duvall,Alison
N/A,4.2,4.7,Gao,Yuan
N/A,3.7,3.0,McMenamin,Sarah
N/A,4.2,1.3,Mbengue,Bara
N/A,4.2,4.3,Beyer,Jessica
N/A,5.0,2.7,Thirkill,Ashley
N/A,4.3,3.3,Kepler,Chris
N/A,4.7,3.0,Way,Thaisa
N/A,2.8,2.3,Palo,Caitlin
N/A,3.3,3.7,Rizzolo,Douglas
N/A,1.8,4.3,Banks,Katherine
N/A,5.0,2.0,Shields,Rachel
N/A,5.0,2.3,Simon,Samantha
N/A,3.5,2.0,Nie,Kaibao
N/A,4.5,2.7,Barr-Clingan,Nicolaas
N/A,3.0,4.3,Pallanck,Leo
N/A,2.8,4.0,Terry-Hays,Deborah
N/A,5.0,1.3,Tilland,Bonnie
N/A,3.7,3.3,Uran,Chad
N/A,5.0,2.7,Mathur,Siddharth
N/A,5.0,1.7,Ahmad,Jameel
N/A,1.3,4.0,Weng,Guilan
N/A,3.5,3.3,Zhao,Can
N/A,3.5,3.3,Cummings,Kevin
N/A,3.8,3.0,Witte,Anna
N/A,4.2,4.0,Spicer,Simon
N/A,4.2,3.3,Hodge,Huck
N/A,4.8,2.0,Barnes,Clayton
N/A,3.9,4.3,Jones,William
N/A,4.7,2.7,Loggins,Nathan
N/A,5.0,3.3,Halsey,Lauren
N/A,3.5,3.3,WALCHER-CHEVILLET,CRISTIN
N/A,3.5,3.0,Miller,Danica
N/A,4.7,1.0,Brandt,Kaleo
N/A,4.7,2.3,Herman Weber,Rebecca
N/A,4.3,1.7,Dashiell,Jeremy
N/A,4.3,3.0,Moore,Jared
N/A,3.0,3.3,Hoberg,Rebecca
N/A,5.0,2.0,Perez,Elizabeth
N/A,4.2,2.3,Anderson,Claire
N/A,3.9,2.0,O'donald,Megan
N/A,4.2,2.0,Van Buren,Amy
N/A,2.7,3.0,Williams,Alan
N/A,3.8,3.0,Costa,Stephanie
N/A,4.8,3.3,Jones-Engel,Lisa
N/A,5.0,2.0,Novetzke,Christian
N/A,2.7,4.0,Kumar,Vipin
N/A,5.0,1.3,Mahadevan,Varun
N/A,3.0,4.3,Korshin,Gregory
N/A,4.2,2.3,Spiro,Emma
N/A,5.0,2.7,Smith,Maya
N/A,5.0,1.7,Hitchman,Matthew
N/A,4.8,3.7,Munson,Sean
N/A,5.0,1.0,Halstead,Kimberly
N/A,4.0,2.3,Sugar,Alexander
N/A,5.0,2.0,Shelton,Holly
N/A,5.0,2.0,Loucks-Jaret,Christine
N/A,5.0,3.3,Craft,Brock
N/A,4.0,3.0,Hwang,Hyeunjung Elina
N/A,2.3,3.3,Easton,Curtis
N/A,3.7,3.0,Legg,Diane
N/A,2.0,2.7,Wu,Jianqing Fisher
N/A,4.7,2.3,Boulware,Taylor
N/A,4.8,1.7,Hotz,Alysse
N/A,1.7,3.3,Shih-Tang,Hwu
N/A,2.0,3.3,Flateboe,Nicole
N/A,5.0,4.0,Schaumberg,Ned
N/A,4.3,2.3,Sun,Xidian
N/A,3.3,1.0,Hinrichs,Randy
N/A,5.0,2.3,Farquharson,Gordon
N/A,2.6,4.0,Cameron,James
N/A,5.0,2.7,Chun,Deborah
N/A,5.0,1.0,Larson,Robert
N/A,3.5,3.7,Reosti,Anna
N/A,5.0,1.3,Sablan,Matthew
N/A,1.4,3.7,Banerjee,Ashis
N/A,1.7,4.0,Tan,Xu
N/A,3.4,3.0,Somashekhar,Mahesh
N/A,3.3,2.7,Pavia,Robert
N/A,3.0,2.0,Le,Tom
N/A,5.0,2.0,Byler,Darren
N/A,5.0,4.3,Pilz,Kristina
N/A,3.0,3.7,Hazelton,Ryan
N/A,4.7,2.7,Vining,Adriana
N/A,3.7,3.0,Turowski,Tabitha
N/A,5.0,2.7,Maeda,Harumi
N/A,3.0,2.3,Shams,Shahrzad
N/A,4.3,4.0,Essington,Tim
N/A,4.7,3.3,Kim,Woojoo
N/A,1.7,2.3,Berry,Michael
N/A,4.3,4.0,Bak,Nahyeon
N/A,3.3,3.7,Yeatman,Jason
N/A,3.3,3.3,Hansen,Morten
N/A,5.0,2.3,Mckenzie,Tylir
N/A,4.0,2.7,Watkins,Trevor
N/A,5.0,4.0,Ceze,Luis
N/A,3.3,3.3,Brahmia,Suzanne
N/A,3.7,3.0,Fanning,Kelsey
N/A,5.0,1.3,Rueda,Antonio
N/A,1.0,4.0,Chen,Ying-Chin
N/A,4.7,3.0,Eun,Dong-Jae
N/A,4.0,2.7,LeBlanc,David
N/A,4.3,2.0,Gibbons,Stephanie
N/A,4.0,3.7,Calvi,Paolo
N/A,4.7,2.3,Haden,Jennifer
N/A,2.7,3.7,Kirschen,Daniel
N/A,4.7,2.3,Tate,Melanie
N/A,4.0,2.3,Daud,Sumayyah
N/A,3.7,1.7,Frankel,Ryna
N/A,2.7,4.7,Bumgarner,Roger
N/A,5.0,2.7,Achar,Chethana
N/A,4.7,2.0,Robinson,Reva
N/A,5.0,3.0,Saung,Jey
N/A,4.3,3.0,Mancl,Lloyd
N/A,5.0,2.7,Wood,Chelsea
N/A,5.0,2.0,George,Jake
N/A,5.0,1.3,Lee,Rachel
N/A,3.7,3.0,Price,Jacob
N/A,3.7,2.3,Braun,Caleb
N/A,4.3,3.3,Daugharty,Piper
N/A,3.7,3.7,Becker-Kahn,Spencer
N/A,5.0,2.0,Levinson,Jake
N/A,4.0,3.0,Brown,Cheri
N/A,1.7,2.7,McQuinn,Matthew
N/A,5.0,3.7,Fourie,Carina
N/A,3.7,4.7,Slamitz,Alessandro
N/A,5.0,3.0,Khasar,Saruul
N/A,5.0,1.3,Zhao,Bill
N/A,5.0,1.0,Patel,Varun
N/A,3.0,4.3,Lee,Dokyung
N/A,3.7,4.0,King,Neil
N/A,4.7,2.7,Cao,Edita
N/A,5.0,4.0,Bailey,Karen
N/A,4.0,3.3,Asbjornsdottir,Kristjana
N/A,4.0,4.3,Rolfe,George
N/A,4.7,2.7,Levy,La TaSha
N/A,2.7,3.0,Pasternack,Nancy
N/A,3.7,3.7,Maureen,Kennedy
N/A,3.0,4.3,Burkhart,Madeleine
N/A,5.0,1.0,Juan,Kell
N/A,4.0,3.3,Ananthakrishnan,Uttara
N/A,3.0,2.7,Gaylard,Susan
N/A,4.3,4.0,Lui,Kevin
N/A,3.7,3.3,Rabotyagov,Sergey
N/A,2.9,3.7,Summers,Adam
N/A,4.7,2.0,Huybers,Kat
N/A,2.3,3.0,Spiekerman,Charles
N/A,3.7,3.7,Ostergren,Marilyn
N/A,5.0,2.3,Rubinsky,Leah
N/A,5.0,2.3,Svetinovic,Slaven
N/A,4.0,3.0,Klicka,John
N/A,3.3,3.7,Choung,Hae Yun
N/A,4.7,2.7,Straus,Matthew
N/A,4.2,3.0,Balassone,Mary Lou
N/A,4.7,2.3,Matthews,Carrie
N/A,5.0,2.0,Grizzle,Tom
N/A,2.0,3.3,Wang,Zinan
N/A,2.3,1.7,Chen,Yen-Chi
N/A,4.3,2.3,Pollack,Robert
N/A,3.7,2.7,Spigner,Clarence
N/A,4.3,2.7,Smith,Joshua
N/A,4.7,2.0,Cook,Daniel
N/A,3.7,3.7,Kakade,Sham
N/A,4.2,4.0,Cossairt,Brandi
N/A,3.5,4.0,McKinney,Kacy
N/A,2.3,4.7,Meza,Lucas
N/A,4.0,2.3,Swann,Abigail
N/A,5.0,3.3,Cortezzo,Jonah
N/A,4.0,3.7,Metzler,Mark
N/A,2.0,3.7,Moskalik,Janice
N/A,5.0,3.5,Heller,Aixa
N/A,4.0,3.0,Cobb,Brian
N/A,3.5,4.5,Forman,Michael
N/A,2.3,3.5,Nihan,Nancy
N/A,4.8,4.0,Hill,Trent
N/A,3.3,2.5,Cheney,Doug
N/A,5.0,2.5,Calian,Nicole
N/A,3.5,3.5,Waterston,Robert
N/A,3.0,2.0,Goetsch,Ellen
N/A,5.0,2.0,Dietz,Martha
N/A,4.5,2.0,Steig,Eric
N/A,4.8,2.0,Imai,Miyako
N/A,3.5,4.0,Driesback,Chad
N/A,3.5,3.0,Yu-I,Peng
N/A,4.8,3.5,Petty,Anne
N/A,2.8,4.5,Mattick,Arthur
N/A,4.8,3.0,Fisher,Jacob
N/A,2.3,3.5,Kent,Randy
N/A,3.3,3.5,Hoff,Peter
N/A,2.8,3.0,Munoz,Maria
N/A,5.0,2.5,Fitzgerald,Cheryl
N/A,4.5,2.0,Flores,Alex
N/A,4.5,2.5,Buelk,Samuel
N/A,4.5,3.5,Piggot,William
N/A,2.3,4.5,Wallace,John
N/A,4.5,3.0,Vargo,James
N/A,1.5,1.5,Schiess,Peter
N/A,5.0,2.5,Rhoades,Lance
N/A,5.0,2.0,Buttemer,Helen
N/A,5.0,1.5,Bacon,Dave
N/A,4.8,3.0,Yu,Eunbi
N/A,2.0,3.5,Cunha,Marcus
N/A,3.0,4.0,Hendry,David
N/A,3.3,4.0,Mones,Barbara
N/A,4.8,2.0,Dehaan,Eduard
N/A,2.8,4.0,Fulmer,Amanda
N/A,5.0,2.0,Romano,Margaret
N/A,3.3,3.5,Augerot,James
N/A,4.3,4.0,Racz,Sarah
N/A,2.8,3.5,Wilson,Samuel
N/A,4.0,2.0,Suess,Becky
N/A,5.0,2.5,Koski,Jennifer
N/A,4.3,3.0,Geist,Anthony
N/A,3.5,4.0,Kurosaka,Mitsuru
N/A,4.3,3.0,Derman,Brandon
N/A,4.3,2.5,Furrh,Douglass
N/A,2.8,4.0,Gunn,Susan
N/A,4.8,4.0,Makino,Momoe
N/A,4.3,3.0,Cho,Sung Jin
N/A,5.0,1.0,Lockwood,Christopher
N/A,4.5,2.5,Vandevender,Brent
N/A,1.0,4.5,Mzcrok,Kristine
N/A,5.0,3.0,Demiris,George
N/A,5.0,1.5,Mouflard,Claire
N/A,5.0,2.5,McGrath,Ciara
N/A,5.0,2.0,Durban,Matt
N/A,4.5,1.0,O'Neill,Timothy
N/A,4.0,2.0,Zhou,Ying
N/A,4.3,4.5,Liu,Dong
N/A,3.3,2.0,Kelley,Sonja J.
N/A,5.0,3.5,Deak,Tim
N/A,4.3,3.5,Sorenson,Clark
N/A,5.0,2.5,Smith,Ron
N/A,3.8,3.0,Greenfest,Seth
N/A,3.8,1.5,Beam,Colin
N/A,3.3,3.0,Wan,Simon
N/A,3.5,2.0,Shah,Sonali
N/A,2.5,2.0,Markova,Mariana
N/A,5.0,3.5,Leupp,Katrina
N/A,3.5,3.0,Galvis,Juan
N/A,3.0,3.5,Michael Justin,Freimuth
N/A,5.0,2.0,Stark,James
N/A,3.3,3.0,Eberhard,Marc O.
N/A,4.5,2.5,Hoagland,Chasya
